fecha;hospital;provincia;camas_iniciales_planta;camas_habilitadas_planta;camas_ocupadas_planta;camas_iniciales_uci;camas_habilitadas_uci;camas_ocupadas_uci;camas_ocupadas_covid_uci;codigo_ine
29/12/2020;Complejo Asistencial de Soria;Soria;319;281;125;14;17;13;6;42173
29/12/2020;Edificio Rondilla;Valladolid;0;45;17;0;0;0;0;47186
30/12/2020;Complejo Asistencial de Ávila;Ávila;422;385;218;14;18;6;4;5019
30/12/2020;Hospital Santos Reyes;Burgos;97;114;41;0;0;0;0;9059
30/12/2020;Hospital El Bierzo;León;320;391;194;14;23;16;12;24089
31/12/2020;Complejo Asistencial Universitario de Burgos;Burgos;842;797;382;42;89;38;24;9059
31/12/2020;Hospital Santiago Apóstol;Burgos;109;108;41;0;0;0;0;9059
31/12/2020;Complejo Asistencial de Segovia;Segovia;365;325;158;16;28;14;8;40004
31/12/2020;Complejo Asistencial de Soria;Soria;319;263;107;14;17;10;5;42173
31/12/2020;Hospital de Medina del Campo;Valladolid;119;119;38;0;0;0;0;47186
01/01/2021;Hospital Santiago Apóstol;Burgos;114;109;38;0;0;0;0;9059
01/01/2021;Hospital Santos Reyes;Burgos;97;114;37;0;0;0;0;9059
01/01/2021;Complejo Asistencial Universitario de Salamanca;Salamanca;721;618;408;60;74;37;8;37274
01/01/2021;Hospital Universitario Río Hortega;Valladolid;573;517;256;33;45;38;23;47186
02/01/2021;Complejo Asistencial Universitario de Burgos;Burgos;842;799;386;42;89;37;21;9059
02/01/2021;Hospital Santos Reyes;Burgos;114;114;43;0;0;0;0;9059
02/01/2021;Hospital Clínico Universitario de Valladolid;Valladolid;674;563;341;57;79;59;19;47186
02/01/2021;Hospital de Medina del Campo;Valladolid;119;119;41;0;0;0;0;47186
02/01/2021;Complejo Asistencial de Zamora;Zamora;395;395;217;17;19;8;8;49275
03/01/2021;Complejo Asistencial de Ávila;Ávila;422;387;208;14;18;7;3;5019
03/01/2021;Hospital El Bierzo;León;391;391;181;14;23;19;12;24089
03/01/2021;Complejo Asistencial de Segovia;Segovia;365;325;168;16;28;15;10;40004
03/01/2021;Complejo Asistencial de Soria;Soria;319;255;139;14;17;7;5;42173
03/01/2021;Hospital Clínico Universitario de Valladolid;Valladolid;674;567;371;57;79;53;20;47186
03/01/2021;Hospital Universitario Río Hortega;Valladolid;573;517;291;33;45;35;22;47186
04/01/2021;Hospital El Bierzo;León;391;391;191;14;23;18;12;24089
04/01/2021;Complejo Asistencial Universitario de Salamanca;Salamanca;721;618;470;60;74;38;7;37274
04/01/2021;Hospital Universitario Río Hortega;Valladolid;573;517;322;33;45;34;21;47186
04/01/2021;Edificio Rondilla;Valladolid;0;46;12;0;0;0;0;47186
05/01/2021;Complejo Asistencial de Ávila;Ávila;422;381;236;14;18;9;3;5019
05/01/2021;Hospital Santos Reyes;Burgos;114;114;51;0;0;0;0;9059
05/01/2021;Hospital El Bierzo;León;391;391;201;14;23;16;12;24089
05/01/2021;Complejo Asistencial de Segovia;Segovia;365;325;178;16;28;17;11;40004
05/01/2021;Hospital Clínico Universitario de Valladolid;Valladolid;674;532;395;57;79;55;19;47186
05/01/2021;Hospital Universitario Río Hortega;Valladolid;573;516;353;33;45;37;21;47186
05/01/2021;Edificio Rondilla;Valladolid;0;46;11;0;0;0;0;47186
06/01/2021;Hospital El Bierzo;León;391;391;191;14;23;15;11;24089
06/01/2021;Complejo Asistencial Universitario de Salamanca;Salamanca;721;618;449;60;74;39;7;37274
06/01/2021;Complejo Asistencial de Segovia;Segovia;365;325;158;16;28;16;12;40004
06/01/2021;Hospital Clínico Universitario de Valladolid;Valladolid;674;521;389;57;79;53;19;47186
06/01/2021;Edificio Rondilla;Valladolid;0;46;15;0;0;0;0;47186
07/01/2021;Complejo Asistencial Universitario de Burgos;Burgos;842;796;410;42;89;37;22;9059
07/01/2021;Complejo Asistencial Universitario de Palencia;Palencia;451;392;228;20;40;26;18;34120
07/01/2021;Complejo Asistencial Universitario de Salamanca;Salamanca;721;618;454;60;74;39;6;37274
07/01/2021;Complejo Asistencial de Segovia;Segovia;365;325;189;16;28;14;11;40004
07/01/2021;Complejo Asistencial de Soria;Soria;319;261;147;14;17;11;6;42173
07/01/2021;Hospital Universitario Río Hortega;Valladolid;573;525;342;33;45;34;20;47186
08/01/2021;Complejo Asistencial de Ávila;Ávila;422;388;246;14;18;4;2;5019
08/01/2021;Complejo Asistencial Universitario de Burgos;Burgos;842;794;409;42;89;40;21;9059
08/01/2021;Complejo Asistencial Universitario de León;León;850;876;552;44;66;32;13;24089
08/01/2021;Complejo Asistencial de Segovia;Segovia;365;325;189;16;28;15;10;40004
08/01/2021;Complejo Asistencial de Soria;Soria;319;257;150;14;17;9;5;42173
08/01/2021;Complejo Asistencial de Zamora;Zamora;395;395;273;17;19;8;7;49275
09/01/2021;Complejo Asistencial Universitario de Burgos;Burgos;842;797;396;42;89;38;22;9059
09/01/2021;Hospital Santiago Apóstol;Burgos;114;109;44;0;0;0;0;9059
09/01/2021;Hospital Santos Reyes;Burgos;114;114;49;0;0;0;0;9059
09/01/2021;Hospital El Bierzo;León;391;391;192;14;23;14;10;24089
09/01/2021;Complejo Asistencial Universitario de Salamanca;Salamanca;721;633;458;60;74;42;7;37274
09/01/2021;Complejo Asistencial de Soria;Soria;319;256;139;14;17;10;5;42173
09/01/2021;Hospital Clínico Universitario de Valladolid;Valladolid;674;571;353;57;79;52;19;47186
09/01/2021;Hospital Universitario Río Hortega;Valladolid;573;531;358;33;45;33;18;47186
10/01/2021;Complejo Asistencial de Ávila;Ávila;422;388;239;14;18;4;3;5019
10/01/2021;Complejo Asistencial Universitario de Burgos;Burgos;842;800;395;42;89;37;22;9059
10/01/2021;Hospital Santos Reyes;Burgos;114;114;51;0;0;0;0;9059
10/01/2021;Hospital El Bierzo;León;391;391;207;14;23;14;10;24089
10/01/2021;Complejo Asistencial Universitario de Palencia;Palencia;451;396;233;20;40;23;17;34120
10/01/2021;Complejo Asistencial Universitario de Salamanca;Salamanca;721;633;473;60;74;39;9;37274
10/01/2021;Complejo Asistencial de Soria;Soria;319;252;144;14;17;8;5;42173
10/01/2021;Hospital Clínico Universitario de Valladolid;Valladolid;674;572;368;57;79;53;21;47186
10/01/2021;Edificio Rondilla;Valladolid;0;45;23;0;0;0;0;47186
11/01/2021;Complejo Asistencial de Ávila;Ávila;422;388;263;14;18;5;4;5019
11/01/2021;Complejo Asistencial Universitario de Burgos;Burgos;842;799;434;42;89;39;22;9059
11/01/2021;Complejo Asistencial de Segovia;Segovia;365;325;203;16;28;18;12;40004
11/01/2021;Hospital de Medina del Campo;Valladolid;119;119;41;0;0;0;0;47186
12/01/2021;Complejo Asistencial Universitario de León;León;850;876;582;44;66;32;12;24089
12/01/2021;Hospital de Medina del Campo;Valladolid;119;119;45;0;0;0;0;47186
12/01/2021;Hospital Universitario Río Hortega;Valladolid;573;527;420;33;45;36;19;47186
12/01/2021;Complejo Asistencial de Zamora;Zamora;395;395;295;17;19;9;8;49275
13/01/2021;Complejo Asistencial de Segovia;Segovia;365;325;239;16;28;17;13;40004
13/01/2021;Complejo Asistencial de Soria;Soria;319;273;174;14;17;8;6;42173
13/01/2021;Hospital Universitario Río Hortega;Valladolid;573;538;411;33;45;37;20;47186
14/01/2021;Complejo Asistencial Universitario de Burgos;Burgos;842;800;460;42;89;47;27;9059
14/01/2021;Hospital Santiago Apóstol;Burgos;114;106;50;0;0;0;0;9059
14/01/2021;Complejo Asistencial Universitario de Palencia;Palencia;451;405;281;20;40;24;16;34120
14/01/2021;Hospital Universitario Río Hortega;Valladolid;573;541;416;33;45;40;20;47186
15/01/2021;Hospital Santiago Apóstol;Burgos;114;107;46;0;0;0;0;9059
15/01/2021;Complejo Asistencial Universitario de León;León;850;876;614;44;66;34;13;24089
15/01/2021;Hospital El Bierzo;León;391;391;223;14;23;16;12;24089
15/01/2021;Complejo Asistencial Universitario de Salamanca;Salamanca;721;669;603;60;74;45;10;37274
15/01/2021;Complejo Asistencial de Segovia;Segovia;365;325;235;16;28;19;13;40004
15/01/2021;Complejo Asistencial de Soria;Soria;319;280;179;14;17;9;6;42173
15/01/2021;Hospital Clínico Universitario de Valladolid;Valladolid;674;582;449;57;79;58;27;47186
15/01/2021;Hospital Universitario Río Hortega;Valladolid;573;542;422;33;45;38;21;47186
16/01/2021;Hospital de Medina del Campo;Valladolid;119;119;46;0;0;0;0;47186
16/01/2021;Hospital Universitario Río Hortega;Valladolid;573;541;366;33;47;41;21;47186
17/01/2021;Hospital El Bierzo;León;391;391;220;14;23;16;13;24089
17/01/2021;Complejo Asistencial Universitario de Palencia;Palencia;451;396;267;20;40;25;16;34120
17/01/2021;Complejo Asistencial Universitario de Salamanca;Salamanca;721;693;607;60;74;41;11;37274
17/01/2021;Complejo Asistencial de Segovia;Segovia;365;325;216;16;28;19;13;40004
17/01/2021;Hospital Clínico Universitario de Valladolid;Valladolid;674;588;445;57;79;59;27;47186
17/01/2021;Complejo Asistencial de Zamora;Zamora;395;395;287;17;19;9;9;49275
18/01/2021;Hospital Santiago Apóstol;Burgos;114;108;59;0;0;0;0;9059
18/01/2021;Hospital Santos Reyes;Burgos;114;114;65;0;0;0;0;9059
18/01/2021;Complejo Asistencial Universitario de León;León;850;876;590;44;66;33;17;24089
18/01/2021;Hospital El Bierzo;León;391;391;228;14;23;16;13;24089
18/01/2021;Complejo Asistencial de Segovia;Segovia;365;325;226;16;28;18;13;40004
18/01/2021;Hospital Clínico Universitario de Valladolid;Valladolid;674;598;469;57;79;55;28;47186
18/01/2021;Edificio Rondilla;Valladolid;0;45;42;0;0;0;0;47186
18/01/2021;Complejo Asistencial de Zamora;Zamora;395;395;301;17;19;10;10;49275
19/01/2021;Complejo Asistencial de Ávila;Ávila;422;393;284;14;18;10;8;5019
19/01/2021;Hospital Santiago Apóstol;Burgos;114;106;66;0;0;0;0;9059
19/01/2021;Complejo Asistencial Universitario de León;León;850;876;634;44;66;37;18;24089
19/01/2021;Complejo Asistencial Universitario de Salamanca;Salamanca;721;712;666;60;74;43;15;37274
19/01/2021;Complejo Asistencial de Segovia;Segovia;365;325;234;16;28;20;14;40004
19/01/2021;Hospital Clínico Universitario de Valladolid;Valladolid;674;597;481;57;83;58;27;47186
19/01/2021;Hospital de Medina del Campo;Valladolid;119;119;60;0;0;0;0;47186
19/01/2021;Complejo Asistencial de Zamora;Zamora;395;403;315;17;19;10;9;49275
20/01/2021;Complejo Asistencial Universitario de León;León;850;876;655;44;66;41;20;24089
20/01/2021;Complejo Asistencial Universitario de Palencia;Palencia;451;426;273;20;40;27;18;34120
20/01/2021;Hospital Clínico Universitario de Valladolid;Valladolid;674;591;479;57;83;64;30;47186
20/01/2021;Complejo Asistencial de Zamora;Zamora;395;403;324;17;20;11;9;49275
21/01/2021;Hospital Santiago Apóstol;Burgos;114;106;62;0;0;0;0;9059
21/01/2021;Hospital Santos Reyes;Burgos;114;114;53;0;0;0;0;9059
21/01/2021;Hospital Universitario Río Hortega;Valladolid;573;544;472;33;52;47;34;47186
21/01/2021;Edificio Rondilla;Valladolid;0;45;41;0;0;0;0;47186
22/01/2021;Hospital Santiago Apóstol;Burgos;114;104;66;0;0;0;0;9059
23/01/2021;Hospital El Bierzo;León;391;391;272;14;23;15;12;24089
23/01/2021;Complejo Asistencial Universitario de Salamanca;Salamanca;721;727;604;60;74;51;32;37274
23/01/2021;Complejo Asistencial de Segovia;Segovia;365;325;235;16;28;17;14;40004
23/01/2021;Hospital Universitario Río Hortega;Valladolid;573;555;448;33;54;51;37;47186
23/01/2021;Edificio Rondilla;Valladolid;0;91;50;0;0;0;0;47186
23/01/2021;Complejo Asistencial de Zamora;Zamora;395;409;310;17;20;13;11;49275
24/01/2021;Complejo Asistencial Universitario de Burgos;Burgos;842;793;497;42;89;45;29;9059
24/01/2021;Complejo Asistencial Universitario de Palencia;Palencia;451;421;320;20;40;30;22;34120
24/01/2021;Complejo Asistencial Universitario de Salamanca;Salamanca;721;727;654;60;74;52;34;37274
24/01/2021;Complejo Asistencial de Segovia;Segovia;365;325;248;16;28;17;13;40004
25/01/2021;Hospital Santiago Apóstol;Burgos;114;107;70;0;0;0;0;9059
25/01/2021;Hospital Santos Reyes;Burgos;114;114;64;0;0;0;0;9059
25/01/2021;Complejo Asistencial Universitario de Palencia;Palencia;451;440;343;20;40;29;23;34120
25/01/2021;Complejo Asistencial Universitario de Salamanca;Salamanca;721;742;641;60;74;58;38;37274
26/01/2021;Complejo Asistencial de Ávila;Ávila;422;417;325;14;18;8;6;5019
26/01/2021;Complejo Asistencial de Segovia;Segovia;365;325;281;16;28;21;15;40004
26/01/2021;Hospital de Medina del Campo;Valladolid;119;119;87;0;0;0;0;47186
26/01/2021;Complejo Asistencial de Zamora;Zamora;395;417;355;17;19;11;10;49275
27/01/2021;Complejo Asistencial de Ávila;Ávila;422;423;343;14;18;8;6;5019
27/01/2021;Complejo Asistencial Universitario de Burgos;Burgos;842;790;549;42;89;52;32;9059
27/01/2021;Complejo Asistencial Universitario de León;León;850;876;693;44;66;46;32;24089
27/01/2021;Hospital El Bierzo;León;391;391;282;14;23;23;19;24089
27/01/2021;Complejo Asistencial Universitario de Palencia;Palencia;451;441;355;20;40;27;22;34120
27/01/2021;Complejo Asistencial Universitario de Salamanca;Salamanca;721;755;553;60;74;60;40;37274
27/01/2021;Complejo Asistencial de Segovia;Segovia;365;341;274;16;28;18;14;40004
27/01/2021;Hospital de Medina del Campo;Valladolid;119;119;87;0;0;0;0;47186
27/01/2021;Hospital Universitario Río Hortega;Valladolid;573;564;466;33;61;55;44;47186
28/01/2021;Hospital Santos Reyes;Burgos;114;114;67;0;0;0;0;9059
28/01/2021;Hospital de Medina del Campo;Valladolid;119;119;77;0;0;0;0;47186
28/01/2021;Complejo Asistencial de Zamora;Zamora;395;417;349;17;20;14;10;49275
29/01/2021;Hospital Santos Reyes;Burgos;114;114;71;0;0;0;0;9059
29/01/2021;Complejo Asistencial Universitario de León;León;850;876;673;44;66;51;37;24089
29/01/2021;Complejo Asistencial de Segovia;Segovia;365;341;270;16;28;16;13;40004
29/01/2021;Hospital de Medina del Campo;Valladolid;119;119;80;0;0;0;0;47186
29/01/2021;Complejo Asistencial de Zamora;Zamora;395;417;334;17;19;14;11;49275
30/01/2021;Complejo Asistencial de Ávila;Ávila;422;447;305;14;18;10;8;5019
30/01/2021;Hospital Santiago Apóstol;Burgos;114;106;64;0;0;0;0;9059
30/01/2021;Hospital El Bierzo;León;391;391;202;14;28;25;21;24089
30/01/2021;Complejo Asistencial Universitario de Palencia;Palencia;451;481;321;20;40;24;21;34120
30/01/2021;Complejo Asistencial de Segovia;Segovia;365;341;237;16;29;18;15;40004
30/01/2021;Hospital Clínico Universitario de Valladolid;Valladolid;674;623;463;57;96;79;48;47186
30/01/2021;Hospital Universitario Río Hortega;Valladolid;573;570;449;33;62;58;50;47186
30/01/2021;Edificio Rondilla;Valladolid;0;75;67;0;0;0;0;47186
30/01/2021;Complejo Asistencial de Zamora;Zamora;395;417;318;17;19;14;11;49275
31/01/2021;Complejo Asistencial Universitario de Burgos;Burgos;842;790;484;42;89;55;35;9059
31/01/2021;Hospital Santiago Apóstol;Burgos;114;106;64;0;0;0;0;9059
31/01/2021;Hospital Santos Reyes;Burgos;114;114;68;0;0;0;0;9059
31/01/2021;Complejo Asistencial de Segovia;Segovia;365;341;242;16;29;18;14;40004
31/01/2021;Hospital de Medina del Campo;Valladolid;119;119;79;0;0;0;0;47186
31/01/2021;Hospital Universitario Río Hortega;Valladolid;573;570;468;33;62;61;54;47186
01/02/2021;Complejo Asistencial Universitario de Burgos;Burgos;842;792;518;42;89;53;35;9059
01/02/2021;Complejo Asistencial Universitario de Palencia;Palencia;451;477;357;20;40;30;27;34120
01/02/2021;Hospital Clínico Universitario de Valladolid;Valladolid;674;625;467;57;96;82;52;47186
01/02/2021;Hospital Universitario Río Hortega;Valladolid;573;571;470;33;63;63;55;47186
02/02/2021;Hospital El Bierzo;León;391;391;239;14;28;26;21;24089
02/02/2021;Hospital Clínico Universitario de Valladolid;Valladolid;674;617;451;57;97;81;49;47186
02/02/2021;Complejo Asistencial de Zamora;Zamora;395;420;344;17;19;15;13;49275
03/02/2021;Complejo Asistencial Universitario de Burgos;Burgos;842;784;504;42;89;54;33;9059
03/02/2021;Complejo Asistencial Universitario de Palencia;Palencia;451;479;362;20;40;30;27;34120
03/02/2021;Complejo Asistencial de Segovia;Segovia;365;341;250;16;31;23;15;40004
03/02/2021;Hospital de Medina del Campo;Valladolid;119;119;80;0;0;0;0;47186
03/02/2021;Hospital Universitario Río Hortega;Valladolid;573;570;441;33;64;63;56;47186
03/02/2021;Complejo Asistencial de Zamora;Zamora;395;418;336;17;19;15;13;49275
04/02/2021;Complejo Asistencial Universitario de Burgos;Burgos;842;783;500;42;89;64;36;9059
04/02/2021;Complejo Asistencial de Segovia;Segovia;365;341;245;16;31;25;17;40004
04/02/2021;Hospital de Medina del Campo;Valladolid;119;119;77;0;0;0;0;47186
05/02/2021;Hospital Santiago Apóstol;Burgos;114;103;58;0;0;0;0;9059
05/02/2021;Complejo Asistencial Universitario de Salamanca;Salamanca;721;767;665;60;74;70;42;37274
05/02/2021;Hospital Clínico Universitario de Valladolid;Valladolid;674;592;406;57;96;78;51;47186
05/02/2021;Complejo Asistencial de Zamora;Zamora;395;413;317;17;19;14;13;49275
06/02/2021;Complejo Asistencial Universitario de Burgos;Burgos;842;776;447;42;89;64;38;9059
06/02/2021;Complejo Asistencial Universitario de León;León;850;876;640;44;80;56;43;24089
06/02/2021;Complejo Asistencial Universitario de Palencia;Palencia;451;478;337;20;40;27;26;34120
06/02/2021;Complejo Asistencial Universitario de Salamanca;Salamanca;721;774;664;60;74;70;41;37274
06/02/2021;Hospital de Medina del Campo;Valladolid;119;119;63;0;0;0;0;47186
06/02/2021;Hospital Universitario Río Hortega;Valladolid;573;570;394;33;62;57;51;47186
06/02/2021;Complejo Asistencial de Zamora;Zamora;395;406;290;17;19;13;12;49275
07/02/2021;Complejo Asistencial Universitario de Burgos;Burgos;842;783;453;42;89;65;40;9059
07/02/2021;Hospital Santos Reyes;Burgos;114;114;60;0;0;0;0;9059
07/02/2021;Complejo Asistencial Universitario de Palencia;Palencia;451;480;345;20;40;26;26;34120
07/02/2021;Complejo Asistencial de Soria;Soria;319;312;206;14;25;20;17;42173
07/02/2021;Hospital Clínico Universitario de Valladolid;Valladolid;674;599;429;57;96;75;50;47186
08/02/2021;Complejo Asistencial de Ávila;Ávila;422;423;321;14;18;9;7;5019
08/02/2021;Hospital Santiago Apóstol;Burgos;114;106;51;0;0;0;0;9059
08/02/2021;Hospital Santos Reyes;Burgos;114;114;70;0;0;0;0;9059
08/02/2021;Complejo Asistencial Universitario de León;León;850;876;670;44;80;53;42;24089
08/02/2021;Complejo Asistencial Universitario de Palencia;Palencia;451;478;375;20;40;28;25;34120
08/02/2021;Complejo Asistencial de Segovia;Segovia;365;341;257;16;31;22;15;40004
08/02/2021;Complejo Asistencial de Soria;Soria;319;314;221;14;25;18;15;42173
08/02/2021;Hospital Clínico Universitario de Valladolid;Valladolid;674;609;452;57;96;70;48;47186
08/02/2021;Complejo Asistencial de Zamora;Zamora;395;403;314;17;19;11;10;49275
09/02/2021;Complejo Asistencial Universitario de Burgos;Burgos;842;783;491;42;89;64;40;9059
09/02/2021;Complejo Asistencial Universitario de León;León;850;876;688;44;79;53;41;24089
09/02/2021;Complejo Asistencial de Soria;Soria;319;315;214;14;25;17;15;42173
09/02/2021;Edificio Rondilla;Valladolid;0;91;72;0;0;0;0;47186
10/02/2021;Complejo Asistencial Universitario de Burgos;Burgos;842;785;496;42;89;68;41;9059
10/02/2021;Hospital Santiago Apóstol;Burgos;114;109;51;0;0;0;0;9059
10/02/2021;Complejo Asistencial Universitario de Salamanca;Salamanca;721;776;644;60;74;65;37;37274
10/02/2021;Hospital Clínico Universitario de Valladolid;Valladolid;674;581;408;57;96;67;43;47186
10/02/2021;Hospital de Medina del Campo;Valladolid;119;119;61;0;0;0;0;47186
10/02/2021;Edificio Rondilla;Valladolid;0;91;66;0;0;0;0;47186
10/02/2021;Complejo Asistencial de Zamora;Zamora;395;399;333;17;19;13;12;49275
11/02/2021;Complejo Asistencial Universitario de León;León;850;876;612;44;78;53;38;24089
11/02/2021;Complejo Asistencial Universitario de Salamanca;Salamanca;721;724;639;60;74;55;33;37274
11/02/2021;Complejo Asistencial de Soria;Soria;319;306;212;14;25;19;17;42173
11/02/2021;Hospital Universitario Río Hortega;Valladolid;573;559;398;33;62;58;50;47186
12/02/2021;Complejo Asistencial Universitario de Burgos;Burgos;842;785;491;42;89;66;40;9059
12/02/2021;Complejo Asistencial Universitario de Palencia;Palencia;451;480;350;20;40;26;23;34120
12/02/2021;Complejo Asistencial de Soria;Soria;319;312;209;14;25;19;17;42173
12/02/2021;Hospital Universitario Río Hortega;Valladolid;573;558;381;33;62;58;50;47186
12/02/2021;Edificio Rondilla;Valladolid;0;90;52;0;0;0;0;47186
13/02/2021;Complejo Asistencial Universitario de Burgos;Burgos;842;783;464;42;89;60;39;9059
13/02/2021;Hospital Santos Reyes;Burgos;114;114;64;0;0;0;0;9059
13/02/2021;Complejo Asistencial de Segovia;Segovia;365;341;192;16;31;24;16;40004
13/02/2021;Hospital Clínico Universitario de Valladolid;Valladolid;674;563;376;57;96;74;44;47186
13/02/2021;Hospital de Medina del Campo;Valladolid;119;119;53;0;0;0;0;47186
13/02/2021;Edificio Rondilla;Valladolid;0;90;47;0;0;0;0;47186
14/02/2021;Complejo Asistencial de Ávila;Ávila;422;399;255;14;18;11;7;5019
14/02/2021;Hospital Santiago Apóstol;Burgos;114;105;42;0;0;0;0;9059
14/02/2021;Complejo Asistencial Universitario de León;León;850;876;552;44;76;47;36;24089
14/02/2021;Hospital El Bierzo;León;391;391;221;14;28;21;17;24089
14/02/2021;Complejo Asistencial de Segovia;Segovia;365;341;187;16;31;22;15;40004
14/02/2021;Complejo Asistencial de Soria;Soria;319;302;197;14;25;22;19;42173
14/02/2021;Hospital de Medina del Campo;Valladolid;119;119;56;0;0;0;0;47186
15/02/2021;Hospital Santos Reyes;Burgos;114;114;59;0;0;0;0;9059
15/02/2021;Hospital El Bierzo;León;391;391;231;14;28;20;16;24089
15/02/2021;Complejo Asistencial de Segovia;Segovia;365;341;195;16;31;23;14;40004
15/02/2021;Hospital Clínico Universitario de Valladolid;Valladolid;674;565;420;57;96;78;48;47186
15/02/2021;Hospital Universitario Río Hortega;Valladolid;573;559;383;33;62;57;48;47186
16/02/2021;Hospital Santiago Apóstol;Burgos;114;103;54;0;0;0;0;9059
16/02/2021;Hospital Clínico Universitario de Valladolid;Valladolid;674;561;411;57;96;79;47;47186
16/02/2021;Edificio Rondilla;Valladolid;0;91;42;0;0;0;0;47186
16/02/2021;Complejo Asistencial de Zamora;Zamora;395;390;304;17;20;15;11;49275
17/02/2021;Complejo Asistencial Universitario de Burgos;Burgos;842;790;481;42;89;58;35;9059
17/02/2021;Complejo Asistencial Universitario de León;León;850;876;555;44;76;50;34;24089
17/02/2021;Complejo Asistencial de Soria;Soria;319;302;194;14;25;20;16;42173
17/02/2021;Hospital Universitario Río Hortega;Valladolid;573;559;380;33;60;56;46;47186
17/02/2021;Complejo Asistencial de Zamora;Zamora;395;376;285;17;19;15;11;49275
18/02/2021;Complejo Asistencial de Ávila;Ávila;422;393;271;14;18;9;7;5019
18/02/2021;Complejo Asistencial de Soria;Soria;319;310;201;14;25;20;17;42173
18/02/2021;Hospital de Medina del Campo;Valladolid;119;119;71;0;0;0;0;47186
19/02/2021;Complejo Asistencial Universitario de León;León;850;876;520;44;76;54;34;24089
19/02/2021;Complejo Asistencial Universitario de Palencia;Palencia;451;448;282;20;40;27;21;34120
19/02/2021;Complejo Asistencial de Soria;Soria;319;306;201;14;25;19;16;42173
19/02/2021;Hospital de Medina del Campo;Valladolid;119;119;62;0;0;0;0;47186
19/02/2021;Hospital Universitario Río Hortega;Valladolid;573;560;363;33;58;51;41;47186
19/02/2021;Complejo Asistencial de Zamora;Zamora;395;370;273;17;19;13;10;49275
20/02/2021;Complejo Asistencial de Ávila;Ávila;422;391;238;14;18;8;6;5019
20/02/2021;Complejo Asistencial Universitario de León;León;850;876;501;44;76;46;28;24089
20/02/2021;Complejo Asistencial Universitario de Salamanca;Salamanca;721;679;542;60;74;50;30;37274
20/02/2021;Complejo Asistencial de Segovia;Segovia;365;325;170;16;31;21;14;40004
20/02/2021;Hospital de Medina del Campo;Valladolid;119;119;57;0;0;0;0;47186
21/02/2021;Complejo Asistencial de Ávila;Ávila;422;390;235;14;18;8;6;5019
21/02/2021;Complejo Asistencial Universitario de Burgos;Burgos;842;787;460;42;89;51;32;9059
21/02/2021;Hospital El Bierzo;León;391;391;184;14;28;21;15;24089
21/02/2021;Complejo Asistencial Universitario de Salamanca;Salamanca;721;679;535;60;74;49;28;37274
22/02/2021;Hospital Santiago Apóstol;Burgos;114;107;52;0;0;0;0;9059
22/02/2021;Hospital Santos Reyes;Burgos;114;114;58;0;0;0;0;9059
22/02/2021;Complejo Asistencial Universitario de León;León;850;876;567;44;76;42;28;24089
22/02/2021;Hospital El Bierzo;León;391;391;197;14;28;20;14;24089
22/02/2021;Complejo Asistencial Universitario de Palencia;Palencia;451;435;283;20;40;30;20;34120
22/02/2021;Complejo Asistencial Universitario de Salamanca;Salamanca;721;670;552;60;74;49;27;37274
22/02/2021;Edificio Rondilla;Valladolid;0;45;32;0;0;0;0;47186
23/02/2021;Complejo Asistencial Universitario de Salamanca;Salamanca;721;690;555;60;74;47;25;37274
23/02/2021;Complejo Asistencial de Soria;Soria;319;300;205;14;25;23;20;42173
23/02/2021;Hospital de Medina del Campo;Valladolid;119;119;69;0;0;0;0;47186
23/02/2021;Edificio Rondilla;Valladolid;0;44;29;0;0;0;0;47186
24/02/2021;Hospital Santos Reyes;Burgos;114;114;62;0;0;0;0;9059
24/02/2021;Complejo Asistencial Universitario de León;León;850;876;567;44;76;47;25;24089
24/02/2021;Complejo Asistencial de Soria;Soria;319;300;209;14;25;22;20;42173
24/02/2021;Hospital Clínico Universitario de Valladolid;Valladolid;674;588;449;57;92;71;36;47186
24/02/2021;Edificio Rondilla;Valladolid;0;44;29;0;0;0;0;47186
24/02/2021;Complejo Asistencial de Zamora;Zamora;395;360;272;17;19;13;9;49275
25/02/2021;Complejo Asistencial Universitario de León;León;850;876;549;44;76;41;21;24089
25/02/2021;Complejo Asistencial de Soria;Soria;319;306;209;14;25;21;19;42173
25/02/2021;Hospital de Medina del Campo;Valladolid;119;119;69;0;0;0;0;47186
25/02/2021;Complejo Asistencial de Zamora;Zamora;395;362;271;17;19;12;8;49275
26/02/2021;Hospital El Bierzo;León;391;391;213;14;23;13;12;24089
26/02/2021;Edificio Rondilla;Valladolid;0;44;26;0;0;0;0;47186
27/02/2021;Complejo Asistencial de Ávila;Ávila;422;387;230;14;18;9;4;5019
27/02/2021;Hospital Santos Reyes;Burgos;114;114;54;0;0;0;0;9059
27/02/2021;Complejo Asistencial Universitario de Palencia;Palencia;451;441;253;20;40;23;18;34120
27/02/2021;Complejo Asistencial Universitario de Salamanca;Salamanca;721;659;480;60;74;38;22;37274
27/02/2021;Complejo Asistencial de Segovia;Segovia;365;325;189;16;31;16;13;40004
27/02/2021;Edificio Rondilla;Valladolid;0;43;24;0;0;0;0;47186
27/02/2021;Complejo Asistencial de Zamora;Zamora;395;363;231;17;19;10;8;49275
28/02/2021;Hospital Santiago Apóstol;Burgos;114;107;47;0;0;0;0;9059
28/02/2021;Complejo Asistencial Universitario de Salamanca;Salamanca;721;646;479;60;74;51;21;37274
