provincia,fecha,tmax,tmin,precip_mm,humedad_%,viento_kph,hospital,camas_iniciales_planta,camas_habilitadas_planta,camas_ocupadas_planta,camas_iniciales_uci,camas_habilitadas_uci,camas_ocupadas_uci,camas_ocupadas_covid_uci,codigo_ine
Segovia,2022-01-31,10,1,0.0,57,7,Complejo Asistencial de Segovia,365.0,325.0,221.0,16.0,31.0,9.0,5.0,40004
Segovia,2022-02-01,9,1,1.0,84,15,Complejo Asistencial de Segovia,365.0,325.0,234.0,16.0,31.0,10.0,5.0,40004
Segovia,2022-02-02,17,2,0.0,52,4,Complejo Asistencial de Segovia,365.0,325.0,234.0,16.0,31.0,9.0,4.0,40004
Segovia,2022-02-03,15,4,0.0,47,6,Complejo Asistencial de Segovia,365.0,325.0,235.0,16.0,31.0,9.0,3.0,40004
Segovia,2022-02-04,11,3,0.0,64,4,Complejo Asistencial de Segovia,365.0,325.0,227.0,16.0,31.0,8.0,3.0,40004
Zamora,2022-01-01,16,4,0.0,59,7,Complejo Asistencial de Zamora,395.0,358.0,265.0,17.0,19.0,8.0,4.0,49275
Zamora,2022-01-02,15,8,0.0,68,12,Complejo Asistencial de Zamora,395.0,358.0,247.0,17.0,19.0,8.0,4.0,49275
Zamora,2022-01-03,16,6,0.0,84,11,Complejo Asistencial de Zamora,395.0,358.0,274.0,17.0,19.0,8.0,4.0,49275
Zamora,2022-01-04,12,5,0.8,81,23,Complejo Asistencial de Zamora,395.0,362.0,300.0,17.0,19.0,8.0,5.0,49275
Zamora,2022-01-05,7,1,7.2,76,10,Complejo Asistencial de Zamora,395.0,358.0,295.0,17.0,19.0,8.0,5.0,49275
Zamora,2022-01-06,8,-0,0.0,80,5,Complejo Asistencial de Zamora,395.0,357.0,277.0,17.0,19.0,7.0,4.0,49275
Zamora,2022-01-07,11,1,0.0,79,9,Complejo Asistencial de Zamora,395.0,365.0,277.0,17.0,19.0,8.0,4.0,49275
Zamora,2022-01-08,8,-2,0.0,74,12,Complejo Asistencial de Zamora,395.0,368.0,255.0,17.0,19.0,9.0,5.0,49275
Zamora,2022-01-09,10,2,0.0,90,23,Complejo Asistencial de Zamora,395.0,368.0,263.0,17.0,19.0,9.0,5.0,49275
Zamora,2022-01-10,14,7,0.0,87,14,Complejo Asistencial de Zamora,395.0,368.0,283.0,17.0,19.0,9.0,5.0,49275
Zamora,2022-01-11,13,5,0.0,79,10,Complejo Asistencial de Zamora,395.0,366.0,308.0,17.0,19.0,9.0,5.0,49275
Zamora,2022-01-12,10,2,0.0,63,16,Complejo Asistencial de Zamora,395.0,365.0,317.0,17.0,19.0,8.0,4.0,49275
Zamora,2022-01-13,8,-3,0.0,59,7,Complejo Asistencial de Zamora,395.0,366.0,309.0,17.0,19.0,8.0,4.0,49275
Zamora,2022-01-14,10,-2,0.0,67,10,Complejo Asistencial de Zamora,395.0,365.0,289.0,17.0,19.0,6.0,3.0,49275
Zamora,2022-01-15,8,-3,0.0,64,4,Complejo Asistencial de Zamora,395.0,365.0,263.0,17.0,19.0,6.0,3.0,49275
Zamora,2022-01-16,9,-2,0.0,73,5,Complejo Asistencial de Zamora,395.0,365.0,270.0,17.0,19.0,8.0,3.0,49275
Zamora,2022-01-17,10,-3,0.0,58,8,Complejo Asistencial de Zamora,395.0,365.0,291.0,17.0,19.0,8.0,3.0,49275
Zamora,2022-01-18,9,-3,0.0,51,5,Complejo Asistencial de Zamora,395.0,365.0,301.0,17.0,19.0,7.0,2.0,49275
Zamora,2022-01-19,10,-3,0.0,60,5,Complejo Asistencial de Zamora,395.0,365.0,304.0,17.0,19.0,6.0,2.0,49275
Zamora,2022-01-20,10,-3,0.0,70,11,Complejo Asistencial de Zamora,395.0,365.0,312.0,17.0,19.0,5.0,1.0,49275
Zamora,2022-01-21,7,-1,0.0,71,17,Complejo Asistencial de Zamora,395.0,364.0,309.0,17.0,19.0,5.0,1.0,49275
Zamora,2022-01-22,8,-2,0.0,65,12,Complejo Asistencial de Zamora,395.0,367.0,284.0,17.0,19.0,4.0,1.0,49275
Zamora,2022-01-23,10,-4,0.0,66,6,Complejo Asistencial de Zamora,395.0,367.0,285.0,17.0,19.0,4.0,1.0,49275
Zamora,2022-01-24,9,-2,0.0,65,5,Complejo Asistencial de Zamora,395.0,367.0,293.0,17.0,19.0,4.0,1.0,49275
Zamora,2022-01-25,10,-1,0.0,72,12,Complejo Asistencial de Zamora,395.0,367.0,292.0,17.0,19.0,6.0,2.0,49275
Zamora,2022-01-26,10,-2,0.0,71,11,Complejo Asistencial de Zamora,395.0,367.0,300.0,17.0,19.0,6.0,2.0,49275
Zamora,2022-01-27,13,-2,0.0,62,12,Complejo Asistencial de Zamora,395.0,368.0,312.0,17.0,19.0,7.0,2.0,49275
Zamora,2022-01-28,12,-2,0.0,55,13,Complejo Asistencial de Zamora,395.0,368.0,324.0,17.0,19.0,5.0,2.0,49275
Zamora,2022-01-29,12,-3,0.0,65,10,Complejo Asistencial de Zamora,395.0,367.0,307.0,17.0,19.0,4.0,2.0,49275
Zamora,2022-01-30,12,-3,0.0,49,6,Complejo Asistencial de Zamora,395.0,367.0,305.0,17.0,19.0,6.0,2.0,49275
Zamora,2022-01-31,11,-3,0.0,59,9,Complejo Asistencial de Zamora,395.0,367.0,316.0,17.0,19.0,8.0,3.0,49275
Zamora,2022-02-01,12,0,0.0,77,13,Complejo Asistencial de Zamora,395.0,367.0,325.0,17.0,19.0,9.0,4.0,49275
Zamora,2022-02-02,14,-1,0.0,71,5,Complejo Asistencial de Zamora,395.0,366.0,324.0,17.0,19.0,7.0,4.0,49275
Zamora,2022-02-03,15,2,0.0,64,11,Complejo Asistencial de Zamora,395.0,366.0,322.0,17.0,19.0,8.0,4.0,49275
Zamora,2022-02-04,12,2,0.0,72,8,Complejo Asistencial de Zamora,395.0,366.0,320.0,17.0,19.0,6.0,4.0,49275
